user_id,group,revenue
942,control,29.31
943,control,213.54
944,control,7.15
945,control,12.77
946,control,26.88
947,control,6.42
948,control,17.99
949,control,15.09
950,control,42.45
951,control,5.17
952,control,90.01
953,control,79.58
954,control,425.1
955,control,4.34
956,control,44.67
957,control,7.66
958,control,1.59
959,control,9.58
960,control,20.18
961,control,30.27
962,control,15.66
963,control,78.03
964,control,30.55
965,control,15.32
966,control,38.39
967,control,15.1
968,control,110.49
969,control,2.98
970,control,707.69
971,control,120.86
972,control,287.91
973,control,74.36
974,control,6.88
975,control,24.26
976,control,22.56
977,control,6.87
978,control,5.95
979,control,17.62
980,control,120.01
981,control,19.4
982,control,4.17
983,control,3.01
984,control,3.66
985,control,105.15
986,control,33.15
987,control,6.88
988,control,161.54
989,control,82.33
990,control,2.65
991,control,11.67
992,control,3.19
993,control,40.59
994,control,318.65
995,control,0.89
996,control,7.41
997,control,1.58
998,control,149.5
999,control,23.89
1000,control,54.51
1001,control,496.61
1002,control,50.51
1003,control,157.59
1004,control,86.25
1005,control,11.24
1006,control,6.6
1007,control,0.15
1008,control,8.7
1009,control,4.46
1010,control,16.5
1011,control,0.75
1012,control,19.72
1013,control,15.79
1014,control,16.11
1015,control,16.17
1016,control,586.15
1017,control,1.68
1018,control,1.16
1019,control,99.59
1020,control,10.71
1021,control,1.63
1022,control,10.99
1023,control,11.96
1024,control,1.65
1025,control,23.93
1026,control,6.29
1027,control,16.62
1028,control,16.84
1029,control,2.64
1030,control,33.34
1031,control,4.58
1032,control,48.13
1033,control,1.4
1034,control,0.22
1035,control,2.84
1036,control,9.05
1037,control,11.15
1038,control,15.56
1039,control,13.24
1040,control,440.79
1041,control,426.82
1042,control,1.03
1043,control,0.5
1044,control,2.01
1045,control,70.91
1046,control,7.26
1047,control,68.97
1048,control,56.76
1049,control,3.87
1050,control,398.57
1051,control,2.33
1052,control,275.39
1053,control,313.78
1054,control,125.19
1055,control,22.79
1056,control,40.52
1057,control,8.56
1058,control,107.69
1059,control,2.75
1060,control,23.81
1061,control,3.71
1062,control,13.14
1063,control,537.52
1064,control,10.68
1065,control,24.42
1066,control,8.71
1067,control,73.29
1068,control,6.91
1069,control,35.31
1070,control,10.0
1071,control,0.89
1072,control,24.49
1073,control,7.15
1074,control,17.87
1075,control,11.52
1076,control,13.2
1077,control,14.76
1078,control,4.33
1079,control,23.98
1080,control,0.01
1081,control,142.74
1082,control,19.95
1083,control,40.95
1084,control,4.32
1085,control,2.31
1086,control,9.92
1087,control,2.19
1088,control,0.38
1089,control,10.13
1090,control,1.61
1091,control,416.19
1092,control,6.83
1093,control,122.93
1094,control,104.31
1095,control,18.44
1096,control,9.43
1097,control,292.38
1098,control,24.85
1099,control,10.14
1100,control,559.85
1101,control,238.06
1102,control,0.39
1103,control,4.82
1104,control,10.97
1105,control,370.95
1106,control,10.1
1107,control,57.41
1108,control,14.67
1109,control,26.47
1110,control,972.06
1111,control,66.26
1112,control,44.8
1113,control,8.01
1114,control,2.63
1115,control,6.49
1116,control,120.24
1117,control,51.44
1118,control,0.34
1119,control,258.2
1120,control,34.75
1121,control,52.26
1122,control,106.56
1123,control,12.92
1124,control,142.79
1125,control,54.62
1126,control,5.83
1127,control,22.82
1128,control,4.11
1129,control,4.2
1130,control,18.44
1131,control,21.74
1132,control,1.85
1133,control,133.22
1134,control,15.15
1135,control,3.25
1136,control,38.41
1137,control,10.18
1138,control,6.33
1139,control,1354.74
1140,control,6.41
1141,control,0.75
1142,control,20.95
1143,control,44.41
1144,control,32.25
1145,control,6.92
1146,control,18.93
1147,control,6.17
1148,control,2.39
1149,control,6.85
1150,control,7.02
1151,control,153.35
1152,control,7.53
1153,control,832.34
1154,control,138.93
1155,control,0.82
1156,control,286.24
1157,control,174.13
1158,control,218.11
1159,control,5.66
1160,control,4.45
1161,control,150.16
1162,control,3.01
1163,control,3.66
1164,control,67.03
1165,control,318.72
1166,control,2.54
1167,control,0.41
1168,control,50.44
1169,control,0.03
1170,control,34.08
1171,control,15.23
1172,control,11.65
1173,control,143.46
1174,control,27.65
1175,control,30.74
1176,control,7.41
1177,control,10.21
1178,control,10.33
1179,control,72.9
1180,control,121.73
1181,control,0.94
1182,control,231.61
1183,control,197.54
1184,control,108.91
1185,control,225.2
1186,control,8.71
1187,control,10.79
1188,control,12.79
1189,control,61.58
1190,control,11.92
1191,control,7.81
1192,control,7.5
1193,control,2.91
1194,control,7.69
1195,control,19.98
1196,control,145.78
1197,control,58.43
1198,control,11.18
1199,control,93.84
1200,control,1.25
1201,control,17.54
1202,control,4.61
1203,control,4.1
1204,control,27.82
1205,control,174.45
1206,control,65.22
1207,control,13.4
1208,control,45.61
1209,control,85.89
1210,control,26.68
1211,control,17.77
1212,control,40.44
1213,control,3.46
1214,control,22.07
1215,control,660.72
1216,control,22.01
1217,control,5.2
1218,control,0.77
1219,control,23.66
1220,control,465.96
1221,control,78.48
1222,control,65.46
1223,control,11.16
1224,control,0.44
1225,control,38.98
1226,control,3.95
1227,control,6.02
1228,control,2.59
1229,control,1.6
1230,control,164.85
1231,control,33.26
1232,control,0.8
1233,control,45.83
1234,control,33.14
1235,control,703.77
1236,control,252.96
1237,control,108.28
1238,control,10.82
1239,control,57.71
1240,control,304.8
1241,control,25.66
1242,control,4.6
1243,control,20.96
1244,control,147.42
1245,control,29.7
1246,control,93.82
1247,control,23.26
1248,control,76.23
1249,control,7.57
1250,control,15.07
1251,control,36.63
1252,control,65.94
1253,control,125.28
1254,control,38.31
1255,control,374.08
1256,control,6.88
1257,control,37.04
1258,control,13.31
1259,control,23.91
1260,control,6.19
1261,control,96.38
1262,control,25.73
1263,control,6.62
1264,control,9.65
1265,control,5.46
1266,control,29.27
1267,control,10.66
1268,control,2.44
1269,control,41.8
1270,control,14.26
1271,control,6.72
1272,control,13.26
1273,control,3.25
1274,control,5.09
1275,control,86.95
1276,control,5.03
1277,control,85.61
1278,control,85.12
1279,control,30.18
1280,control,30.66
1281,control,17.21
1282,control,3.48
1283,control,6.36
1284,control,10.05
1285,control,20.54
1286,control,54.21
1287,control,15.51
1288,control,16.33
1289,control,21.07
1290,control,8.32
1291,control,3.48
1292,control,32.09
1293,control,56.76
1294,control,23.55
1295,control,4.5
1296,control,14.1
1297,control,92.6
1298,control,319.54
1299,control,15.44
1300,control,49.73
1301,control,679.6
1302,control,10.59
1303,control,16.32
1304,control,101.84
1305,control,26.21
1306,control,7.64
1307,control,14.49
1308,control,22.09
1309,control,19.51
1310,control,10.52
1311,control,9.28
1312,control,8.4
1313,control,7.18
1314,control,54.1
1315,control,27.93
1316,control,1.63
1317,control,31.69
1318,control,39.94
1319,control,5.18
1320,control,5.84
1321,control,35.98
1322,control,6.27
1323,control,207.2
1324,control,1.83
1325,control,27.44
1326,control,32.5
1327,control,0.59
1328,control,5.48
1329,control,183.6
1330,control,296.34
1331,control,3.73
1332,control,20.45
1333,control,23.53
1334,control,39.91
1335,control,6.91
1336,control,1.87
1337,control,80.04
1338,control,13.91
1339,control,17.93
1340,control,7.65
1341,control,107.82
1342,control,11.87
1343,control,8.62
1344,control,16.89
1345,control,1.85
1346,control,2.93
1347,control,18.23
1348,control,62.42
1349,control,15.68
1350,control,76.45
1351,control,22.11
1352,control,64.97
1353,control,465.24
1354,control,5.99
1355,control,0.09
1356,control,349.25
1357,control,1.52
1358,control,35.71
1359,control,46.1
1360,control,54.85
1361,control,63.08
1362,control,11.1
1363,control,0.31
1364,control,185.39
1365,control,7.23
1366,control,27.29
1367,control,549.41
1368,control,34.11
1369,control,46.01
1370,control,2.53
1371,control,341.61
1372,control,26.37
1373,control,3.75
1374,control,20.79
1375,control,18.33
1376,control,296.96
1377,control,1.64
1378,control,2.94
1379,control,7.01
1380,control,3.31
1381,control,7.85
1382,control,174.06
1383,control,22.76
1384,control,18.1
1385,control,9.63
1386,control,256.1
1387,control,78.16
1388,control,8.07
1389,control,41.69
1390,control,138.18
1391,control,25.35
1392,control,26.79
1393,control,15.88
1394,control,34.23
1395,control,7.33
1396,control,802.38
1397,control,7.92
1398,control,2.43
1399,control,26.97
1400,control,22.04
1401,control,25.9
1402,control,210.44
1403,control,26.06
1404,control,3.64
1405,control,128.15
1406,control,70.87
1407,control,15.02
1408,control,33.2
1409,control,6.42
1410,control,16.04
1411,control,22.75
1412,control,11.64
1413,control,2.09
1414,control,4.76
1415,control,101.56
1416,control,9.79
1417,control,7.56
1418,control,37.15
1419,control,8.44
1420,control,54.52
1421,control,18.38
1422,control,32.31
1423,control,8.97
1424,control,27.54
1425,control,5.13
1426,control,5.93
1427,control,95.36
1428,control,550.19
1429,control,7.16
1430,control,18.03
1431,control,44.57
1432,control,4.4
1433,control,211.46
1434,control,79.77
1435,control,45.31
1436,control,34.45
1437,control,73.36
1438,control,24.4
1439,control,0.59
1440,control,30.94
1441,control,36.83
1442,control,99.52
1443,control,47.94
1444,control,112.74
1445,control,80.37
1446,control,0.35
1447,control,8.59
1448,control,6.35
1449,control,4.42
1450,control,285.34
1451,control,14.35
1452,control,12.58
1453,control,17.19
1454,control,5.09
1455,control,48.74
1456,control,397.7
1457,control,60.47
1458,control,1.11
1459,control,6.57
1460,control,10.33
1461,control,3.43
1462,control,9.09
1463,control,305.99
1464,control,18.99
1465,control,7.37
1466,control,9.67
1467,control,6.0
1468,control,39.59
1469,control,3.88
1470,control,59.58
1471,control,14.89
1472,control,129.29
1473,control,173.75
1474,control,13.09
1475,control,9.52
1476,control,0.28
1477,control,12.85
1478,control,4.68
1479,control,19.87
1480,control,0.68
1481,control,8.57
1482,control,112.89
1483,control,0.94
1484,control,51.33
1485,control,9.66
1486,control,128.33
1487,control,23.55
1488,control,9.13
1489,control,16.12
1490,control,9.55
1491,control,48.02
1492,control,16.58
1493,control,0.5
1494,control,9.32
1495,control,47.68
1496,control,2.14
1497,control,26.38
1498,control,4.08
1499,control,31.81
1500,control,2.56
1501,control,7.32
1502,control,13.38
1503,control,59.5
1504,control,4.45
1505,control,21.61
1506,control,7.02
1507,control,24.49
1508,control,15.86
1509,control,86.3
1510,control,11.78
1511,control,115.85
1512,control,325.99
1513,control,12.85
1514,control,3.23
1515,control,40.74
1516,control,226.5
1517,control,175.04
1518,control,11.99
1519,control,54.68
1520,control,363.14
1521,control,43.94
1522,control,29.93
1523,control,20.86
1524,control,3.1
1525,control,33.52
1526,control,76.12
1527,control,32.58
1528,control,6.41
1529,control,63.57
1530,control,54.02
1531,control,24.33
1532,control,98.81
1533,control,0.07
1534,control,40.28
1535,control,190.77
1536,control,3.52
1537,control,5.54
1538,control,21.63
1539,control,21.44
1540,control,19.68
1541,control,1.13
1542,control,49.14
1543,control,1.97
1544,control,23.35
1545,control,0.38
1546,control,1.96
1547,control,82.88
1548,control,2.35
1549,control,19.32
1550,control,104.94
1551,control,180.35
1552,control,3.9
1553,control,4.45
1554,control,0.08
1555,control,132.36
1556,control,9.36
1557,control,66.47
1558,control,1.99
1559,control,28.81
1560,control,3.07
1561,control,14.68
1562,control,5.66
1563,control,10.2
1564,control,2.14
1565,control,15.98
1566,control,7.93
1567,control,237.65
1568,control,161.83
1569,control,0.06
1570,control,2.59
1571,control,25.98
1572,control,6.07
1573,control,19.88
1574,control,21.77
1575,control,428.64
1576,control,118.06
1577,control,7.32
1578,control,23.51
1579,control,7.25
1580,control,6.39
1581,control,21.46
1582,control,39.52
1583,control,12.05
1584,control,225.48
1585,control,10.21
1586,control,5.05
1587,control,11.56
1588,control,7.84
1589,control,78.88
1590,control,139.55
1591,control,110.85
1592,control,125.75
1593,control,6.68
1594,control,39.92
1595,control,48.3
1596,control,19.58
1597,control,119.04
1598,control,86.32
1599,control,8.69
1600,control,63.57
1601,control,32.2
1602,control,285.36
1603,control,4.31
1604,control,7.48
1605,control,81.31
1606,control,130.95
1607,control,20.65
1608,control,76.66
1609,control,2.93
1610,control,34.15
1611,control,58.77
1612,control,9.87
1613,control,5.96
1614,control,7.08
1615,control,8.78
1616,control,394.54
1617,control,516.71
1618,control,23.11
1619,control,5.91
1620,control,317.6
1621,control,187.36
1622,control,0.48
1623,control,4.64
1624,control,216.22
1625,control,30.71
1626,control,23.39
1627,control,32.22
1628,control,101.74
1629,control,93.4
1630,control,38.93
1631,control,27.26
1632,control,10.38
1633,control,1.35
1634,control,13.09
1635,control,0.27
1636,control,24.98
1637,control,40.34
1638,control,20.51
1639,control,98.98
1640,control,9.88
1641,control,10.87
1642,control,189.35
1643,control,30.82
1644,control,130.94
1645,control,142.15
1646,control,11.9
1647,control,116.05
1648,control,32.57
1649,control,10.35
1650,control,1.55
1651,control,95.62
1652,control,141.23
1653,control,188.8
1654,control,86.39
1655,control,37.51
1656,control,6.26
1657,control,57.76
1658,control,23.93
1659,control,6.73
1660,control,487.68
1661,control,226.3
1662,control,12.05
1663,control,10.36
1664,control,63.65
