user_id,group,revenue
211,treatment,7.42
212,treatment,9.59
213,treatment,13.91
214,control,0.0
215,treatment,21.6
216,control,10.11
217,treatment,18.7
218,control,6.59
219,control,0.0
220,control,15.82
221,treatment,45.71
222,control,12.11
223,treatment,0.0
224,treatment,0.0
225,control,37.71
226,treatment,11.4
227,treatment,30.98
228,control,30.02
229,treatment,27.87
230,treatment,16.2
231,control,6.97
232,treatment,13.84
233,control,5.36
234,control,22.25
235,control,0.0
236,treatment,10.82
237,control,14.61
238,control,18.34
239,treatment,54.53
240,control,33.57
241,control,52.42
242,control,0.0
243,control,13.07
244,control,28.95
245,control,10.41
246,treatment,30.36
247,control,7.93
248,control,32.61
249,control,29.9
250,treatment,9.99
251,treatment,37.92
252,treatment,13.76
253,control,4.5
254,treatment,0.0
255,control,21.18
256,treatment,4.05
257,control,4.37
258,control,13.03
259,control,31.59
260,treatment,19.21
261,control,53.09
262,control,6.61
263,treatment,32.54
264,treatment,8.12
265,treatment,11.74
266,control,54.28
267,control,43.99
268,control,0.0
269,control,24.81
270,treatment,11.88
271,treatment,8.45
272,treatment,0.0
273,treatment,0.0
274,control,4.78
275,control,31.74
276,treatment,9.19
277,treatment,13.3
278,control,12.33
279,treatment,12.92
280,treatment,19.22
281,control,12.03
282,control,14.51
283,treatment,32.14
284,control,0.0
285,treatment,20.27
286,treatment,32.53
287,control,23.02
288,treatment,31.04
289,treatment,25.07
290,control,4.37
291,treatment,11.04
292,control,17.87
293,control,16.08
294,treatment,9.23
295,control,5.22
296,control,30.2
297,treatment,58.23
298,treatment,14.62
299,control,28.59
300,treatment,17.04
301,control,11.93
302,treatment,9.12
303,control,5.83
304,treatment,0.0
305,treatment,5.23
306,control,11.48
307,control,42.38
308,control,0.0
309,control,36.69
310,treatment,5.31
311,treatment,7.81
312,treatment,5.94
313,treatment,42.76
314,control,17.94
315,control,13.87
316,treatment,29.36
317,control,4.96
318,control,9.35
319,control,22.24
320,treatment,20.92
321,control,69.98
322,treatment,11.61
323,control,20.57
324,control,0.0
325,treatment,3.5
326,treatment,37.6
327,control,8.93
328,control,15.67
329,control,12.01
330,treatment,7.26
331,treatment,0.0
332,control,0.0
333,treatment,44.02
334,treatment,27.38
335,control,13.36
336,control,6.82
337,treatment,0.0
338,control,44.27
339,treatment,27.16
340,control,30.12
341,control,6.23
342,control,11.66
343,treatment,29.36
344,treatment,14.9
345,treatment,28.71
346,treatment,6.52
347,treatment,0.0
348,treatment,17.62
349,control,50.37
350,control,10.46
351,control,12.49
352,control,0.0
353,control,9.23
354,control,95.33
355,control,8.11
356,control,10.1
357,control,23.8
358,control,207.81
359,control,0.0
360,control,17.03
361,control,12.84
362,treatment,19.25
363,control,10.18
364,treatment,0.0
365,control,20.63
366,treatment,20.09
367,treatment,18.25
368,treatment,7.1
369,treatment,17.84
370,treatment,0.0
371,treatment,0.0
372,control,19.9
373,control,9.95
374,control,16.26
375,treatment,0.0
376,treatment,11.96
377,treatment,0.0
378,control,5.53
379,treatment,24.28
380,control,0.0
381,treatment,9.93
382,treatment,21.28
383,treatment,39.16
384,control,34.63
385,control,35.63
386,control,0.0
387,control,27.26
388,control,13.84
389,treatment,3.24
390,treatment,14.76
391,control,9.06
392,control,13.04
393,control,13.98
394,treatment,60.15
395,control,4.97
396,control,8.01
397,treatment,8.68
398,treatment,6.86
399,treatment,16.49
400,control,0.0
401,control,0.0
402,treatment,11.92
403,control,16.4
404,control,14.6
405,control,21.44
406,control,16.8
407,treatment,17.94
408,control,16.23
409,treatment,0.0
410,treatment,29.89
411,treatment,25.53
412,control,77.18
413,control,27.24
414,treatment,0.0
415,control,10.1
416,treatment,12.12
417,control,31.03
418,treatment,0.0
419,treatment,26.2
420,control,12.31
421,treatment,14.82
422,control,19.61
423,treatment,12.2
424,treatment,182.06
425,control,18.28
426,treatment,15.18
427,control,15.12
428,control,28.08
429,treatment,41.68
430,control,13.68
431,control,7.77
432,control,8.77
433,control,6.28
434,treatment,5.81
435,control,15.49
436,treatment,26.34
437,treatment,90.43
438,treatment,87.38
439,control,2.4
440,control,7.96
441,treatment,0.0
442,treatment,21.71
443,control,6.33
444,treatment,77.27
445,control,8.55
446,control,6.59
447,treatment,66.57
448,control,4.73
449,control,10.55
450,treatment,9.38
451,control,8.33
452,treatment,1.18
453,control,12.59
454,control,16.02
455,control,29.8
456,control,14.09
457,treatment,13.67
458,control,19.67
459,treatment,9.8
460,control,0.0
461,control,23.75
462,control,0.0
463,treatment,29.24
464,control,14.82
465,treatment,0.0
466,control,6.96
467,treatment,18.2
468,control,18.57
469,control,29.52
470,treatment,11.47
471,control,5.57
472,treatment,0.0
473,control,61.56
474,control,11.58
475,treatment,0.0
476,treatment,101.98
477,control,0.0
478,treatment,102.42
479,control,0.0
480,control,8.25
481,treatment,5.12
482,control,6.33
483,treatment,31.28
484,treatment,39.05
485,control,26.27
486,treatment,6.72
487,control,9.25
488,control,41.97
489,control,31.46
490,treatment,0.0
491,treatment,7.13
492,control,6.52
493,treatment,19.21
494,control,8.29
495,control,21.59
496,control,14.64
497,control,17.37
498,treatment,8.47
499,treatment,0.0
500,treatment,0.0
501,control,0.0
502,treatment,9.04
503,control,5.09
504,control,13.57
505,treatment,66.94
506,treatment,9.52
507,treatment,2.5
508,treatment,4.7
509,treatment,10.26
510,treatment,0.0
511,treatment,39.91
512,treatment,0.0
513,control,18.11
514,control,31.68
515,control,13.61
516,treatment,6.8
517,treatment,141.7
518,treatment,0.0
519,treatment,10.6
520,treatment,16.4
521,control,0.0
522,treatment,72.78
523,treatment,44.52
524,control,36.81
525,control,10.77
526,treatment,11.11
527,treatment,44.34
528,control,23.55
529,control,4.76
530,control,13.73
531,control,1.87
532,treatment,0.0
533,treatment,20.29
534,control,10.41
535,treatment,46.0
536,control,0.0
537,treatment,8.53
538,treatment,9.7
539,control,6.05
540,control,15.52
541,control,8.93
542,treatment,2.95
543,control,56.36
544,treatment,4.06
545,treatment,8.1
546,control,14.18
547,treatment,0.0
548,treatment,17.13
549,control,20.43
550,treatment,0.0
551,control,0.0
552,treatment,34.1
553,treatment,13.4
554,control,37.73
555,treatment,8.56
556,control,44.56
557,treatment,5.72
558,treatment,46.1
559,control,12.55
560,treatment,11.88
561,treatment,41.12
562,control,36.7
563,control,37.86
564,control,7.2
565,control,0.0
566,treatment,13.68
567,treatment,8.11
568,treatment,16.67
569,control,9.24
570,control,20.94
571,treatment,8.15
572,control,0.0
573,treatment,50.72
574,control,3.24
575,treatment,65.33
576,control,0.0
577,treatment,3.74
578,control,2.1
579,treatment,0.0
580,control,5.55
581,treatment,0.0
582,control,11.29
583,control,8.69
584,control,27.25
585,control,12.92
586,control,9.34
587,treatment,32.4
588,control,9.51
589,control,8.32
590,control,87.98
591,treatment,41.13
592,control,5.96
593,control,27.39
594,treatment,6.41
595,treatment,34.48
596,control,6.58
597,control,48.93
598,treatment,2.07
599,treatment,20.05
600,control,12.86
601,control,6.89
602,treatment,19.25
603,treatment,19.57
604,treatment,127.28
605,control,5.55
606,control,6.75
607,control,7.52
608,treatment,21.6
609,control,0.0
610,treatment,0.0
611,control,29.5
612,control,38.33
613,control,0.0
614,treatment,20.2
615,control,14.02
616,treatment,22.67
617,control,0.0
618,control,11.92
619,treatment,0.0
620,control,25.74
621,treatment,0.0
622,control,0.0
623,control,34.33
624,treatment,10.32
625,control,7.33
626,treatment,9.13
627,treatment,23.1
628,control,30.37
629,control,0.0
630,control,41.38
631,control,27.94
632,treatment,54.53
633,treatment,7.09
634,treatment,7.87
635,treatment,11.41
636,treatment,8.89
637,control,108.81
638,control,12.65
639,control,13.18
640,control,75.81
641,control,44.21
642,control,17.65
643,treatment,12.92
644,treatment,22.05
645,control,18.33
646,control,12.97
647,control,15.85
648,treatment,50.69
649,control,45.82
650,treatment,11.31
651,control,0.0
652,treatment,78.67
653,treatment,0.0
654,treatment,7.68
655,control,4.84
656,treatment,0.0
657,control,23.85
658,control,22.25
659,treatment,16.13
660,control,12.35
661,treatment,21.95
662,control,47.99
663,treatment,36.06
664,treatment,7.0
665,control,18.1
666,treatment,12.11
667,treatment,2.16
668,control,52.24
669,treatment,0.0
670,treatment,9.89
671,control,17.82
672,treatment,14.85
673,control,5.64
674,treatment,21.32
675,treatment,30.68
676,treatment,11.42
677,control,4.61
678,control,72.75
679,control,13.47
680,treatment,51.41
681,control,16.78
682,control,8.13
683,control,53.73
684,treatment,30.62
685,control,6.66
686,control,17.35
687,control,15.46
688,treatment,12.44
689,control,27.48
690,treatment,18.19
691,control,16.58
692,control,0.0
693,treatment,13.32
694,control,8.94
695,treatment,19.5
696,treatment,9.63
697,treatment,58.41
698,control,0.0
699,control,0.0
700,control,18.15
701,control,3.18
702,control,0.0
703,treatment,13.71
704,treatment,54.86
705,control,15.71
706,control,0.0
707,control,10.72
708,treatment,8.69
709,control,25.62
710,treatment,6.72
711,control,0.0
712,control,20.45
713,control,20.74
714,treatment,5.54
715,control,27.25
716,treatment,16.35
717,treatment,12.68
718,control,0.0
719,treatment,59.26
720,control,0.0
721,control,41.47
722,control,57.39
723,control,22.04
724,treatment,17.9
725,treatment,81.2
726,control,7.71
727,treatment,139.92
728,treatment,15.34
729,control,28.87
730,treatment,6.95
731,treatment,3.85
732,treatment,0.0
733,treatment,4.34
734,control,19.92
735,control,13.2
736,treatment,11.81
737,control,0.0
738,treatment,23.06
739,treatment,24.62
740,treatment,10.74
741,control,37.29
742,control,17.54
743,treatment,33.07
744,control,4.63
745,control,11.87
746,control,10.92
747,control,15.33
748,treatment,68.51
749,control,11.47
750,control,37.24
751,treatment,12.67
752,control,28.29
753,treatment,6.92
754,treatment,21.24
755,treatment,4.78
756,control,7.69
757,control,8.42
758,control,47.88
759,treatment,0.0
760,treatment,105.48
761,control,14.37
762,control,11.06
763,control,4.62
764,treatment,8.94
765,treatment,35.01
766,treatment,5.56
767,control,74.47
768,treatment,20.34
769,treatment,0.0
770,control,20.65
771,treatment,18.44
772,treatment,38.53
773,control,16.57
774,control,0.0
775,control,12.8
776,control,12.99
777,control,0.0
778,control,18.36
779,treatment,15.71
780,control,6.24
781,treatment,27.66
782,control,13.04
783,treatment,57.6
784,treatment,20.18
785,treatment,42.78
786,treatment,17.86
787,control,0.0
788,control,12.39
789,control,42.64
790,control,11.39
791,treatment,14.13
792,control,43.5
793,control,54.15
794,control,18.4
795,treatment,42.16
796,treatment,0.0
797,control,0.0
798,control,4.71
799,treatment,20.32
800,treatment,7.81
801,treatment,10.28
802,control,63.15
803,control,10.99
804,treatment,7.09
805,treatment,83.93
806,treatment,44.11
807,control,5.92
808,control,22.09
809,treatment,20.63
810,treatment,10.16
811,treatment,22.0
812,treatment,14.66
813,control,9.49
814,treatment,12.21
815,treatment,16.26
816,treatment,11.91
817,treatment,11.65
818,treatment,28.69
819,control,7.28
820,control,14.14
821,control,8.1
822,control,6.52
823,control,24.19
824,control,27.8
825,control,43.91
826,treatment,24.27
827,treatment,14.73
828,control,47.3
829,treatment,25.18
830,treatment,14.75
831,treatment,48.36
832,treatment,28.22
833,control,24.65
834,control,60.41
835,treatment,6.3
836,treatment,47.24
837,treatment,86.03
838,treatment,82.23
839,control,8.84
840,treatment,0.0
841,control,52.13
842,treatment,23.39
843,treatment,73.18
844,treatment,27.24
845,treatment,4.23
846,control,18.74
847,control,38.94
848,treatment,238.32
849,treatment,44.48
850,treatment,59.09
851,treatment,34.69
852,control,25.07
853,treatment,5.07
854,treatment,25.37
855,control,16.23
856,control,15.78
857,treatment,5.99
858,treatment,16.63
859,control,14.96
860,control,38.54
861,control,0.0
862,control,9.18
863,control,40.87
864,treatment,1.64
865,control,0.0
866,treatment,17.28
867,treatment,11.47
868,treatment,14.18
869,treatment,18.22
870,treatment,31.09
871,treatment,22.28
872,control,13.07
873,treatment,19.67
874,control,0.0
875,treatment,0.0
876,treatment,44.6
877,treatment,33.38
878,treatment,24.78
879,control,4.21
880,treatment,0.0
881,treatment,22.99
882,control,0.0
883,treatment,12.27
884,control,0.0
885,treatment,16.76
886,control,0.0
887,treatment,46.27
888,control,22.19
889,control,8.38
890,control,0.0
891,control,14.95
892,control,0.0
893,control,3.39
894,treatment,6.44
895,control,8.41
896,treatment,13.11
897,treatment,76.04
898,treatment,22.36
899,treatment,5.85
900,control,15.35
901,treatment,9.62
902,treatment,0.0
903,control,0.0
904,control,26.16
905,treatment,14.18
906,control,9.15
907,treatment,11.75
908,control,29.04
909,control,10.81
910,control,8.82
911,control,8.21
912,control,15.46
913,treatment,9.57
914,treatment,2.42
915,treatment,14.01
916,control,19.76
917,control,23.48
918,control,14.22
919,treatment,34.71
920,control,8.46
921,treatment,3.26
922,treatment,0.0
923,treatment,17.55
924,treatment,6.59
925,treatment,98.43
926,treatment,12.99
927,control,101.74
928,treatment,79.92
929,treatment,0.0
930,control,9.95
931,treatment,0.0
932,control,15.37
933,treatment,10.51
934,treatment,24.64
935,control,9.89
936,control,0.0
937,treatment,51.27
938,control,18.3
939,control,1.63
940,control,27.24
941,treatment,10.49
942,treatment,19.87
943,control,0.0
944,treatment,29.39
945,control,6.37
946,control,14.87
947,control,9.8
948,control,7.23
949,treatment,17.4
950,control,16.72
951,treatment,18.66
952,control,7.17
953,control,10.68
954,treatment,48.57
955,treatment,0.0
956,control,13.32
957,treatment,66.09
958,control,15.87
959,treatment,12.0
960,treatment,10.71
961,treatment,25.37
962,treatment,42.95
963,treatment,19.65
964,treatment,7.45
965,treatment,0.0
966,treatment,54.4
967,treatment,0.0
968,control,11.71
969,treatment,66.19
970,control,4.35
971,treatment,102.94
972,control,69.0
973,control,0.0
974,treatment,25.29
975,treatment,32.39
976,treatment,0.0
977,treatment,0.0
978,treatment,0.0
979,treatment,32.14
980,treatment,1.51
981,control,23.73
982,control,14.08
983,control,12.09
984,treatment,0.0
985,control,41.97
986,treatment,16.31
987,treatment,21.25
988,control,45.97
989,control,13.17
990,control,18.35
991,treatment,29.2
992,treatment,40.44
993,treatment,15.63
994,treatment,19.47
995,control,1.58
996,treatment,15.68
997,treatment,29.09
998,control,37.94
999,control,22.01
1000,control,22.99
1001,treatment,0.0
1002,treatment,29.82
1003,treatment,1.71
1004,treatment,23.07
1005,control,0.0
1006,control,11.73
1007,treatment,9.31
1008,treatment,34.33
1009,control,9.44
1010,treatment,42.85
1011,control,28.69
1012,treatment,9.16
1013,treatment,0.0
1014,treatment,23.45
1015,treatment,7.47
1016,treatment,0.0
1017,control,0.0
1018,treatment,6.46
1019,control,34.4
1020,treatment,51.81
1021,control,10.25
1022,control,14.64
1023,control,14.26
1024,treatment,4.48
1025,control,18.99
1026,control,28.31
1027,treatment,43.08
1028,control,4.56
1029,treatment,0.0
1030,control,8.1
1031,treatment,38.48
1032,treatment,13.92
1033,control,18.11
1034,control,27.29
1035,control,70.91
1036,treatment,57.18
1037,treatment,9.62
1038,treatment,39.85
1039,treatment,39.19
1040,control,28.2
1041,control,21.34
1042,treatment,6.78
1043,treatment,7.0
1044,control,5.99
1045,control,18.79
1046,control,16.26
1047,treatment,0.0
1048,treatment,10.49
1049,control,0.0
1050,control,10.66
1051,control,12.24
1052,control,29.4
1053,control,52.54
1054,treatment,18.46
1055,control,12.47
1056,control,9.51
1057,treatment,45.07
1058,treatment,6.63
1059,control,15.28
1060,control,20.29
1061,treatment,33.32
1062,treatment,59.54
1063,treatment,23.05
1064,treatment,16.67
1065,control,11.98
1066,control,14.97
1067,treatment,8.4
1068,control,15.47
1069,treatment,7.86
1070,control,9.79
1071,control,9.23
1072,treatment,0.0
1073,treatment,34.97
1074,control,56.24
1075,control,21.75
1076,control,1.13
1077,treatment,2.1
1078,treatment,0.0
1079,treatment,44.41
1080,treatment,146.06
1081,control,89.53
1082,control,4.61
1083,control,11.69
1084,treatment,9.39
1085,treatment,150.93
1086,treatment,17.46
1087,control,14.01
1088,control,20.69
1089,treatment,7.09
1090,control,5.66
1091,control,23.38
1092,treatment,3.49
1093,control,6.7
1094,control,30.23
1095,treatment,31.34
1096,control,25.33
1097,treatment,25.26
1098,control,7.04
1099,treatment,5.54
1100,control,2.57
1101,control,18.42
1102,treatment,4.96
1103,treatment,15.07
1104,control,20.66
1105,control,0.0
1106,control,74.49
1107,treatment,9.11
1108,control,7.39
1109,control,35.47
1110,control,7.67
1111,treatment,7.73
1112,treatment,0.0
1113,control,0.0
1114,treatment,119.5
1115,control,22.83
1116,control,13.01
1117,treatment,9.92
1118,control,25.41
1119,treatment,38.68
1120,treatment,55.18
1121,control,22.49
1122,treatment,35.97
1123,treatment,17.29
1124,treatment,27.32
1125,treatment,5.39
1126,treatment,17.38
1127,treatment,7.52
1128,treatment,3.83
1129,control,11.14
1130,treatment,0.0
1131,control,49.06
1132,control,12.41
1133,treatment,19.17
1134,control,0.0
1135,control,7.73
1136,control,4.78
1137,treatment,11.21
1138,control,21.9
1139,treatment,38.55
1140,control,15.73
1141,treatment,0.0
1142,control,25.15
1143,control,13.96
1144,treatment,22.0
1145,treatment,6.14
1146,treatment,0.0
1147,treatment,14.95
1148,treatment,15.33
1149,treatment,13.48
1150,control,13.4
1151,control,19.98
1152,control,3.15
1153,control,52.22
1154,treatment,9.4
1155,treatment,17.45
1156,control,12.2
1157,control,14.72
1158,control,5.76
1159,control,4.6
1160,control,36.15
1161,treatment,9.8
1162,treatment,8.55
1163,control,7.83
1164,control,6.5
1165,control,9.97
1166,control,34.12
1167,control,17.96
1168,treatment,21.24
1169,treatment,20.65
1170,control,15.4
1171,control,0.0
1172,control,94.73
1173,treatment,15.77
1174,treatment,23.86
1175,control,27.35
1176,treatment,55.96
1177,control,0.0
1178,treatment,20.39
1179,control,7.89
1180,treatment,18.57
1181,treatment,2.5
1182,treatment,32.74
1183,treatment,52.42
1184,control,15.17
1185,control,22.37
1186,treatment,21.68
1187,treatment,16.14
1188,control,22.79
1189,control,27.51
1190,control,12.12
1191,treatment,13.39
1192,treatment,15.34
1193,treatment,49.6
1194,control,10.54
1195,treatment,43.98
1196,control,7.0
1197,control,21.43
1198,treatment,27.24
1199,control,15.16
1200,treatment,0.0
1201,control,0.0
1202,control,23.85
1203,control,9.14
1204,treatment,8.78
1205,control,0.0
1206,control,8.66
1207,control,5.27
1208,treatment,0.0
1209,treatment,20.14
1210,control,14.73
1211,control,17.42
1212,treatment,0.0
1213,control,0.0
1214,treatment,105.56
1215,treatment,44.78
1216,treatment,13.97
1217,treatment,20.34
1218,control,12.08
1219,control,35.33
1220,control,57.36
1221,treatment,14.99
1222,treatment,27.82
1223,control,29.63
1224,treatment,0.0
1225,control,10.65
1226,treatment,77.35
1227,control,41.28
1228,control,23.16
1229,control,5.81
1230,control,7.39
1231,control,7.85
1232,control,45.17
1233,treatment,10.73
1234,treatment,45.53
1235,treatment,36.54
1236,control,47.16
1237,treatment,36.7
1238,control,9.86
1239,treatment,86.41
1240,treatment,0.0
1241,treatment,6.97
1242,treatment,4.94
1243,treatment,0.0
1244,control,57.72
1245,treatment,0.0
1246,control,24.82
1247,control,16.01
1248,treatment,23.66
1249,treatment,6.82
1250,treatment,14.1
1251,treatment,20.33
1252,control,39.02
1253,control,15.39
1254,treatment,0.0
1255,control,18.33
1256,treatment,0.0
1257,control,21.68
1258,treatment,40.02
1259,treatment,5.43
1260,control,9.58
1261,control,9.02
1262,treatment,29.45
1263,treatment,26.75
1264,control,25.37
1265,control,38.34
1266,control,19.1
1267,treatment,13.47
1268,treatment,14.53
1269,control,37.59
1270,control,6.6
1271,treatment,33.37
1272,control,18.79
1273,treatment,20.61
1274,control,33.06
1275,control,32.32
1276,control,17.18
1277,control,8.21
1278,treatment,24.64
1279,treatment,10.81
1280,treatment,26.26
1281,treatment,37.29
1282,treatment,12.93
1283,control,8.94
1284,treatment,18.19
1285,treatment,13.34
1286,treatment,0.0
1287,control,4.88
1288,control,6.38
1289,treatment,0.0
1290,control,0.0
1291,control,0.0
1292,control,15.0
1293,control,28.36
1294,control,6.53
1295,control,11.92
1296,control,7.51
1297,control,89.69
1298,control,0.0
1299,treatment,34.87
1300,treatment,4.77
1301,control,17.03
1302,control,40.46
1303,control,7.08
1304,treatment,25.33
1305,control,22.01
1306,treatment,24.54
1307,control,7.77
1308,treatment,33.39
1309,treatment,18.23
1310,treatment,13.91
1311,treatment,29.49
1312,control,21.35
1313,treatment,15.82
1314,treatment,17.32
1315,treatment,15.47
1316,treatment,37.78
1317,treatment,5.06
1318,control,82.26
1319,treatment,7.92
1320,treatment,42.94
1321,control,17.88
1322,treatment,0.0
1323,control,21.05
1324,control,11.3
1325,control,15.14
1326,treatment,0.0
1327,treatment,6.44
1328,treatment,0.0
1329,treatment,16.48
1330,treatment,27.29
1331,control,39.5
1332,treatment,0.0
1333,control,26.37
1334,treatment,10.96
1335,control,7.69
1336,control,17.67
1337,control,11.29
1338,control,6.87
1339,treatment,8.44
1340,treatment,39.21
1341,treatment,19.12
1342,control,0.0
1343,control,37.08
1344,control,18.86
1345,control,4.61
1346,control,22.47
1347,control,28.27
1348,treatment,38.1
1349,control,6.85
1350,treatment,72.56
1351,control,12.05
1352,treatment,16.64
1353,treatment,4.37
1354,control,6.05
1355,treatment,23.85
1356,treatment,8.79
1357,treatment,84.44
1358,control,7.67
1359,treatment,21.13
1360,control,13.53
1361,control,10.11
1362,control,7.61
1363,control,0.0
1364,treatment,0.0
1365,treatment,53.85
1366,treatment,19.19
1367,treatment,8.72
1368,control,0.0
1369,control,24.56
1370,treatment,13.19
1371,treatment,6.19
1372,control,39.09
1373,treatment,17.1
1374,control,2.99
1375,control,1.76
1376,control,22.73
1377,control,16.19
1378,treatment,16.37
1379,treatment,7.61
1380,treatment,20.46
1381,treatment,12.58
1382,control,3.03
1383,treatment,18.12
1384,control,5.75
1385,treatment,5.79
1386,treatment,9.51
1387,control,17.17
1388,control,6.29
1389,treatment,14.75
1390,control,27.39
1391,control,6.95
1392,treatment,67.71
1393,control,8.84
1394,control,16.01
1395,treatment,35.98
1396,treatment,0.0
1397,control,91.44
1398,treatment,4.81
1399,treatment,41.28
1400,control,26.55
1401,control,0.0
1402,control,4.61
1403,control,1.26
1404,control,31.9
1405,control,12.54
1406,treatment,25.18
1407,control,11.86
1408,treatment,6.12
1409,control,37.95
1410,control,11.54
1411,control,38.64
1412,control,0.0
1413,treatment,2.27
1414,control,13.5
1415,treatment,10.19
1416,control,28.09
1417,control,0.0
1418,control,62.02
1419,control,20.49
1420,control,0.0
1421,control,0.0
1422,control,9.66
1423,treatment,5.98
1424,control,18.26
1425,control,26.23
1426,treatment,21.62
1427,treatment,5.37
1428,control,5.45
1429,control,15.21
1430,control,46.8
1431,treatment,6.85
1432,treatment,30.14
1433,control,10.02
1434,treatment,16.16
1435,treatment,41.66
1436,control,6.06
1437,control,14.03
1438,treatment,4.39
1439,control,26.92
1440,treatment,19.44
1441,control,3.65
1442,control,17.6
1443,control,12.05
1444,treatment,29.4
1445,treatment,5.39
1446,treatment,37.62
1447,treatment,27.4
1448,treatment,9.37
1449,control,71.69
1450,treatment,37.12
1451,control,0.0
1452,treatment,2.92
1453,treatment,39.96
1454,treatment,9.49
1455,treatment,43.21
1456,control,19.11
1457,control,18.94
1458,control,28.78
1459,control,7.56
1460,treatment,31.88
1461,treatment,0.0
1462,treatment,11.91
1463,control,0.0
1464,treatment,19.98
1465,control,12.55
1466,treatment,41.23
1467,control,16.63
1468,treatment,30.48
1469,treatment,45.93
1470,treatment,5.0
1471,treatment,10.04
1472,treatment,39.72
1473,control,68.08
1474,control,8.09
1475,control,19.76
1476,control,14.05
1477,treatment,42.46
1478,control,12.19
1479,control,78.78
1480,control,5.79
1481,control,26.97
1482,control,6.88
1483,control,5.44
1484,treatment,0.0
1485,control,0.0
1486,control,0.0
1487,control,29.58
1488,control,20.6
1489,treatment,6.51
1490,treatment,6.61
1491,treatment,48.11
1492,control,17.34
1493,treatment,33.21
1494,treatment,32.79
1495,treatment,7.27
1496,control,30.86
1497,control,0.0
1498,control,10.61
1499,treatment,0.0
1500,control,17.5
1501,treatment,0.0
